Learner SignUp DateTime,Opportunity Id,Opportunity Name,Opportunity Category,Opportunity End Date,Date of Birth,Gender,Country,Institution Name,Current/Intended Major,Entry created at,Status Description,Status Code,Apply Date,Opportunity Start Date
2023-06-07 14:14:39,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2008-02-05,Female,India,Dyal Singh Public School,Cyber Security,2024-03-11 12:02:13,Team Allocated,1070,2023-11-03 08:41:41,2024-01-08 03:30:46
2023-12-14 23:14:27,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-09-25,Female,United States,Saint Louis University,Information Systems,2024-03-11 12:02:13,Dropped Out,1050,2023-12-14 23:44:18,2024-01-08 03:30:46
2023-07-01 11:41:59,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-08-23,Female,India,JNTUACEK,Computer Science,2024-03-11 12:02:13,Dropped Out,1050,2023-12-19 03:49:05,2024-01-08 03:30:46
2023-07-13 11:30:01,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2001-04-10,Male,India,Vidya Jyothi Institute Of Technology,Information Technology,2024-03-11 12:02:13,Dropped Out,1050,2023-12-21 05:11:29,2024-01-08 03:30:46
2023-07-24 14:31:30,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2006-07-21,Male,India,little flower junior college,Computer Engineering,2024-03-11 12:02:14,Team Allocated,1070,2023-12-24 08:04:12,2024-01-08 03:30:46
2023-09-02 11:59:11,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2006-03-26,Male,Bangladesh,Birshreshtha Munshi Abdur Rouf Public College,Software Engineering,2024-03-11 12:02:14,Team Allocated,1070,2023-09-02 13:32:47,2024-01-08 03:30:46
2024-01-04 12:45:28,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2007-03-17,Female,India,lotus valley international school,Psychology,2024-03-11 12:02:14,Team Allocated,1070,2024-01-04 13:09:51,2024-01-08 03:30:46
2023-12-29 14:05:36,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2002-07-28,Male,Pakistan,University of Management and Technology lahore  Pakistan,Accounting and Finance,2024-03-11 12:02:14,Team Allocated,1070,2023-12-29 14:22:11,2024-01-08 03:30:46
2023-12-15 18:42:32,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1998-11-11,Male,Ghana,University of Cape Coast,Information Technology,2024-03-11 12:02:14,Dropped Out,1050,2023-12-15 20:33:37,2024-01-08 03:30:46
2023-10-07 11:19:14,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1999-02-25,Female,India,Illinois Institute of Technology,Information Technology and Management,2024-03-11 12:02:14,Withdraw,1110,2023-10-07 12:44:39,2024-01-08 03:30:46
2024-01-04 12:51:54,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2007-01-18,Male,India,Lotus Valley International School Noida,Economics,2024-03-11 12:02:14,Team Allocated,1070,2024-01-04 13:08:07,2024-01-08 03:30:46
2023-07-19 10:35:41,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2007-01-24,Male,Pakistan,govt national college,Chemistry,2024-03-11 12:02:14,Team Allocated,1070,2023-07-19 10:53:50,2024-01-08 03:30:46
2024-01-04 12:45:10,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2008-11-26,Male,India,Lotus Valley International School,Physics,2024-03-11 12:02:14,Team Allocated,1070,2024-01-04 13:56:21,2024-01-08 03:30:46
2023-08-18 01:46:27,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-08-10,Male,United States,Saint Louis University,Cyber Security,2024-03-11 12:02:14,Dropped Out,1050,2023-12-12 19:19:08,2024-01-08 03:30:46
2023-07-19 22:46:12,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1993-12-12,Female,United States,St Augustine college,Respiratory Therapy,2024-03-11 12:02:14,Team Allocated,1070,2023-12-30 02:48:19,2024-01-08 03:30:46
2023-07-18 21:48:41,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1999-06-05,Male,Ghana,University of Ghana,Political Science,2024-03-11 12:02:14,Dropped Out,1050,2023-07-18 22:19:51,2024-01-08 03:30:46
2023-12-19 12:39:42,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2005-12-11,Male,India,Rajiv Gandhi University of Knowledge Technologies  Nuzvid,Electronics and Communication,2024-03-11 12:02:14,Dropped Out,1050,2023-12-19 13:55:12,2024-01-08 03:30:46
2023-07-12 14:32:30,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2006-07-13,Male,India,Army Public School no.2,Artificial Intelligence and Robotics,2024-03-11 12:02:14,Team Allocated,1070,2023-07-15 16:45:56,2024-01-08 03:30:46
2023-05-02 05:12:54,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-08-17,Female,India,Saint Louis university,Computer Science,2024-03-11 12:02:15,Team Allocated,1070,2023-09-19 18:41:52,2024-01-08 03:30:46
2023-06-21 14:15:43,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1998-04-19,Male,India,test,Computer Science,2024-03-11 12:02:15,Dropped Out,1050,2023-12-20 10:17:13,2024-01-08 03:30:46
2024-01-04 12:49:20,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2007-11-16,Male,India,Lotus Valley International School,BBA,2024-03-11 12:02:15,Team Allocated,1070,2024-01-04 13:18:56,2024-01-08 03:30:46
2023-12-12 06:22:15,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2001-01-02,Female,United States,SAINT LOUIS UNIVERSITY,Computer Information Systems,2024-03-11 12:02:15,Dropped Out,1050,2023-12-12 19:19:19,2024-01-08 03:30:46
2023-12-29 21:42:40,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2002-09-17,Male,United States,Saint Louis University,Masters in Information Systems,2024-03-11 12:02:15,Dropped Out,1050,2023-12-29 22:11:02,2024-01-08 03:30:46
2023-06-28 11:47:01,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-07-14,Female,United States,Gokaraju Rangaraju Institute of Engineering and Technology,Computer Science,2024-03-11 12:02:15,Dropped Out,1050,2023-12-24 20:51:16,2024-01-08 03:30:46
2023-12-19 02:30:49,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2002-06-18,Female,United States,saint louis university,Computer Science,2024-03-11 12:02:15,Dropped Out,1050,2023-12-25 01:06:23,2024-01-08 03:30:46
2023-06-16 09:40:36,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2002-01-31,Male,India,Saint Louis University,Information Systems,2024-03-11 12:02:15,Dropped Out,1050,2023-12-20 13:39:34,2024-01-08 03:30:46
2023-10-24 21:01:03,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2003-04-29,Female,United States,ST LOUIS UNIVERSITY,Information Systems,2024-03-11 12:02:15,Dropped Out,1050,2023-12-11 22:52:51,2024-01-08 03:30:46
2024-01-04 12:45:18,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2007-12-23,Male,India,Lotus Valley international school,Finance,2024-03-11 12:02:15,Team Allocated,1070,2024-01-04 13:55:20,2024-01-08 03:30:46
2023-12-09 01:23:33,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2004-05-06,Male,India,Rajalakshmi institute of technology,Artificial Intelligence and Data Science,2024-03-11 12:02:15,Dropped Out,1050,2023-12-09 01:33:50,2024-01-08 03:30:46
2023-06-13 11:26:18,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1993-12-28,Female,Pakistan,Nust,Industrial Engineering,2024-03-11 12:02:15,Team Allocated,1070,2023-08-10 05:30:40,2024-01-08 03:30:46
2023-05-12 16:21:18,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1999-11-04,Female,United States,saint louis university,Data Analytics,2024-03-11 12:02:15,Dropped Out,1050,2023-12-14 21:47:17,2024-01-08 03:30:46
2023-07-09 06:53:09,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-09-17,Male,United States,Saint Louis University,Computer Science,2024-03-11 12:02:15,Team Allocated,1070,2023-10-29 18:26:55,2024-01-08 03:30:46
2023-08-25 02:19:15,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1999-08-21,Female,United States,Saint Louis University,Health Data Science,2024-03-11 12:02:15,Dropped Out,1050,2023-12-21 19:59:27,2024-01-08 03:30:46
2023-04-24 07:24:15,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-03-22,Female,United States,Saint Louis University,Computer Science,2024-03-11 12:02:15,Dropped Out,1050,2023-12-19 04:05:42,2024-01-08 03:30:46
2023-12-23 23:56:21,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,1998-11-28,Male,United States,Saint Louis university,Information Systems,2024-03-11 12:02:15,Dropped Out,1050,2024-02-21 21:08:05,2024-01-08 03:30:46
2023-01-07 02:50:11,00000000-0GZY-NNHV-FJWW-PTA9VX,Innovation & Entrepreneurship,Internship,2024-03-11 18:00:00,2000-07-15,Female,United States,saint louis university,Computer Science and Information Systems,2024-03-11 12:02:15,Dropped Out,1050,2023-12-19 01:53:33,2024-01-08 03:30:46
2023-08-30 15:48:08,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1999-10-02,Female,Nigeria,Obafemi Awolowo University,Law and Legal Studies,2024-03-11 12:02:16,Team Allocated,1070,2023-09-04 18:24:54,2024-01-08 03:30:46
2023-12-09 02:59:39,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1990-01-01,Female,United States,Saint louis University,Health Data Science,2024-03-11 12:02:16,Dropped Out,1050,2023-12-09 03:25:34,2024-01-08 03:30:46
2023-09-02 15:18:49,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2007-11-01,Male,Bangladesh,Sabujbagh Government College,Computer Engineering,2024-03-11 12:02:16,Team Allocated,1070,2023-09-02 15:49:56,2024-01-08 03:30:46
2023-12-17 11:53:08,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1998-06-17,Female,Nigeria,Ladoke Akintola University of University,Animal Production and Health,2024-03-11 12:02:16,Dropped Out,1050,2023-12-17 20:34:03,2024-01-08 03:30:46
2023-12-12 15:29:55,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2003-04-14,Female,India,SRM University,Data Analytics,2024-03-11 12:02:16,Withdraw,1110,2023-12-12 15:46:33,2024-01-08 03:30:46
2024-01-03 22:39:48,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1998-08-20,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:02:16,Withdraw,1110,2024-01-03 22:58:00,2024-01-08 03:30:46
2023-08-21 08:10:42,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2004-01-14,Male,"Tanzania, United Republic of Tanzania",ILBORU HIGH SCHOOL,Software Engineering,2024-03-11 12:02:16,Dropped Out,1050,2023-08-21 08:58:38,2024-01-08 03:30:46
2023-07-25 12:50:34,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2000-09-16,Male,India,KARUNYA INSTITUTION TECHNOLOGY AND SCIENCES,International Business Management,2024-03-11 12:02:16,Dropped Out,1050,2023-07-25 13:19:34,2024-01-08 03:30:46
2023-08-15 12:41:36,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1998-05-15,Female,United Kingdom,Caleb university,Project Management,2024-03-11 12:02:16,Team Allocated,1070,2023-08-15 13:55:58,2024-01-08 03:30:46
2023-12-17 17:48:33,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2002-04-17,Male,India,Guru Nanak Dev University,Business and Management Studies,2024-03-11 12:02:16,Dropped Out,1050,2023-12-20 15:32:51,2024-01-08 03:30:46
2023-07-07 12:55:24,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1999-03-30,Female,India,Maharshi Dayanand University,Business Administration,2024-03-11 12:02:16,Team Allocated,1070,2023-07-07 18:33:44,2024-01-08 03:30:46
2023-08-22 03:09:15,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1993-07-02,Male,United States,Saint Louis University,Data Analytics,2024-03-11 12:02:16,Dropped Out,1050,2023-12-23 21:58:10,2024-01-08 03:30:46
2023-06-15 16:33:38,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1980-01-30,Male,Nigeria,University of Nigeria Nsukka,Civil and Structural Engineering,2024-03-11 12:02:17,Dropped Out,1050,2023-06-15 16:51:12,2024-01-08 03:30:46
2023-08-31 14:24:15,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2006-09-09,Male,India,Heritage Xperiential Learning School,Business and Management Studies,2024-03-11 12:02:17,Team Allocated,1070,2023-08-31 15:02:48,2024-01-08 03:30:46
2023-12-20 04:00:22,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-11-22,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:02:17,Dropped Out,1050,2023-12-23 01:36:02,2024-01-08 03:30:46
2023-06-30 10:43:59,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-11-04,Female,India,Saint Louis University,Information Systems,2024-03-11 12:02:17,Dropped Out,1050,2023-12-31 06:24:22,2024-01-08 03:30:46
2023-04-24 09:05:24,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1995-07-27,Male,Ghana,Kwame Nkrumah University of Science and Technology,Social Policy and Administration,2024-03-11 12:02:17,Team Allocated,1070,2023-08-16 18:34:10,2024-01-08 03:30:46
2023-09-21 18:35:28,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1995-12-21,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:02:17,Dropped Out,1050,2023-12-13 07:45:28,2024-01-08 03:30:46
2023-09-25 04:03:59,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-07-23,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:02:17,Dropped Out,1050,2023-12-21 01:09:40,2024-01-08 03:30:46
2023-08-22 05:45:23,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1997-06-13,Male,India,University of Delhi,Arts,2024-03-11 12:02:17,Dropped Out,1050,2023-08-22 06:11:15,2024-01-08 03:30:46
2023-09-16 14:35:05,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2006-09-30,Male,Turkey,TED Ankara College,Aerospace Engineering,2024-03-11 12:02:17,Team Allocated,1070,2023-09-16 14:54:13,2024-01-08 03:30:46
2023-07-09 06:53:29,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-08-08,Male,India,Kl university,Computer Science,2024-03-11 12:02:17,Team Allocated,1070,2023-12-08 03:26:10,2024-01-08 03:30:46
2023-05-12 05:42:45,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1999-07-25,Male,United States,illinois institute of technology,Cyber Security,2024-03-11 12:02:17,Dropped Out,1050,2023-12-23 19:05:54,2024-01-08 03:30:46
2023-10-10 23:22:10,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1995-11-25,Male,United States,saint louis university,Health Data Science,2024-03-11 12:02:17,Dropped Out,1050,2023-12-15 05:38:17,2024-01-08 03:30:46
2023-08-14 19:09:52,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1998-12-27,Male,Ethiopia,Saint Louis University,Cyber Security,2024-03-11 12:02:17,Dropped Out,1050,2023-08-17 08:53:22,2024-01-08 03:30:46
2023-12-07 13:33:25,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2000-04-30,Female,Nigeria,University of Uyo,Home Economics,2024-03-11 12:02:17,Dropped Out,1050,2023-12-07 13:55:43,2024-01-08 03:30:46
2023-08-05 06:04:52,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1993-11-03,Female,Nigeria,Federal University of Technology Akure,MBA,2024-03-11 12:02:17,Team Allocated,1070,2023-08-05 06:13:40,2024-01-08 03:30:46
2023-12-09 06:38:59,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2000-07-27,Female,India,Illinois Institute of Technology,Information Technology and Management,2024-03-11 12:02:17,Dropped Out,1050,2023-12-13 22:34:01,2024-01-08 03:30:46
2023-12-14 06:55:11,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2003-10-13,Female,India,anurag university,B Tech,2024-03-11 12:02:17,Dropped Out,1050,2024-01-04 06:05:28,2024-01-08 03:30:46
2023-11-29 10:45:41,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2004-11-07,Male,Nigeria,Great faith alive school,Nursing,2024-03-11 12:02:17,Team Allocated,1070,2023-11-29 18:12:49,2024-01-08 03:30:46
2023-09-29 11:31:34,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2006-06-30,Female,India,Vibgyor High,Advertising,2024-03-11 12:02:17,Team Allocated,1070,2023-10-02 08:39:56,2024-01-08 03:30:46
2023-08-03 09:13:42,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1993-12-15,Male,Pakistan,University of Agriculture Faisalabad,Computer Engineering,2024-03-11 12:02:17,Team Allocated,1070,2023-08-03 09:25:11,2024-01-08 03:30:46
2023-08-30 02:27:32,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1997-08-28,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:02:17,Dropped Out,1050,2023-12-24 05:42:15,2024-01-08 03:30:46
2024-01-02 02:44:56,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2000-12-14,Male,India,Saint Louis University,Computer Science,2024-03-11 12:02:17,Withdraw,1110,2024-01-03 21:37:03,2024-01-08 03:30:46
2023-07-09 05:36:09,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1993-04-28,Male,Ghana,National Pirogov medical university,Public Health,2024-03-11 12:02:17,Team Allocated,1070,2023-07-09 05:50:40,2024-01-08 03:30:46
2023-08-14 20:42:36,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1991-10-11,Male,Nigeria,Metropolitan school of business and management,Project Management,2024-03-11 12:02:17,Dropped Out,1050,2023-08-14 20:54:50,2024-01-08 03:30:46
2024-01-03 22:32:48,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-03-28,Male,United States,Saint Louis University,Computer Information Systems,2024-03-11 12:02:17,Dropped Out,1050,2024-01-03 22:59:03,2024-01-08 03:30:46
2023-09-24 05:26:10,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2000-05-31,Male,India,MIT-WPU,Pharmacy and Pharmacology,2024-03-11 12:02:17,Dropped Out,1050,2023-12-13 13:16:15,2024-01-08 03:30:46
2023-12-22 10:23:23,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1988-12-21,Female,Nigeria,Saint Louis University,MBA,2024-03-11 12:02:18,Team Allocated,1070,2023-12-31 07:08:14,2024-01-08 03:30:46
2023-09-25 19:07:34,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2006-06-01,Male,Pakistan,Beaconhouse Juniper Campus,Physics,2024-03-11 12:02:18,Team Allocated,1070,2023-10-08 15:09:47,2024-01-08 03:30:46
2023-08-31 05:20:24,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1991-09-03,Male,Nigeria,Kaduna polytechnic,Other,2024-03-11 12:02:18,Team Allocated,1070,2023-08-31 08:03:18,2024-01-08 03:30:46
2023-07-02 09:26:17,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2003-10-25,Female,India,SRM University,Computer Science and Engineering,2024-03-11 12:02:18,Withdraw,1110,2024-01-03 12:20:57,2024-01-08 03:30:46
2023-09-23 07:18:59,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2003-03-12,Male,India,Cmr Engineering College,Artificial Intelligence and Machine learning,2024-03-11 12:02:18,Dropped Out,1050,2023-12-27 09:14:35,2024-01-08 03:30:46
2024-01-04 12:54:02,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2007-09-16,Female,India,Lotus Valley International School  Noida  Uttar Pradesh,Project Management,2024-03-11 12:02:18,Team Allocated,1070,2024-01-04 13:07:03,2024-01-08 03:30:46
2023-06-08 13:14:09,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1985-07-13,Male,Nigeria,Utiva,Data Visualization,2024-03-11 12:02:18,Team Allocated,1070,2023-08-17 20:25:17,2024-01-08 03:30:46
2023-07-25 06:15:33,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1994-11-03,Male,Ghana,Ternopil national Medical university,Public Health,2024-03-11 12:02:18,Dropped Out,1050,2023-12-11 01:13:32,2024-01-08 03:30:46
2023-08-06 18:30:09,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1998-01-04,Female,India,Jiwaji University,Electronics and Communication,2024-03-11 12:02:18,Dropped Out,1050,2023-08-17 19:25:50,2024-01-08 03:30:46
2023-08-19 09:54:50,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2006-09-24,Male,India,Alpha Junior College of Science & Commerce,Computer Science and Engineering,2024-03-11 12:02:18,Team Allocated,1070,2023-12-08 18:36:08,2024-01-08 03:30:46
2023-09-03 14:13:12,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1988-10-19,Male,Sierra Leone,Institutes of Public Administration and Management,Project Management,2024-03-11 12:02:18,Team Allocated,1070,2023-09-03 14:53:07,2024-01-08 03:30:46
2023-12-14 21:00:31,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1999-04-27,Male,India,Saint Louis University,Information Systems,2024-03-11 12:02:18,Dropped Out,1050,2023-12-15 06:15:42,2024-01-08 03:30:46
2023-12-15 05:23:07,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-03-17,Female,United States,Saint louis Univeristy,Information Systems,2024-03-11 12:02:18,Dropped Out,1050,2023-12-15 05:45:25,2024-01-08 03:30:46
2024-01-05 05:18:11,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2002-12-09,Female,India,saint louis university,Cyber Security,2024-03-11 12:02:18,Team Allocated,1070,2024-01-05 08:55:12,2024-01-08 03:30:46
2023-08-15 02:38:42,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1981-03-27,Male,Nigeria,University of Lagos,Business Administration,2024-03-11 12:02:18,Dropped Out,1050,2023-08-15 02:57:39,2024-01-08 03:30:46
2023-08-15 02:38:42,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-12-08,Female,India,Sreyas Institute of engineering and technology,Computer Science and Engineering,2024-03-11 12:02:18,Dropped Out,1050,2023-08-15 02:57:39,2024-01-08 03:30:46
2023-08-15 02:38:42,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1994-01-22,Male,Nigeria,Ibadan polytechnic,Library and Information Management,2024-03-11 12:02:18,Team Allocated,1070,2023-08-15 02:57:39,2024-01-08 03:30:46
2024-01-04 15:05:12,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2009-03-14,Female,India,Lotus Valley International School,Business and Management Studies,2024-03-11 12:02:18,Team Allocated,1070,2024-01-05 09:49:47,2024-01-08 03:30:46
2023-07-17 21:14:13,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1999-10-19,Male,Nigeria,Afe Babalola University,Mechanical Engineering,2024-03-11 12:02:18,Team Allocated,1070,2023-07-17 21:24:24,2024-01-08 03:30:46
2023-06-27 02:47:41,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,1995-05-27,Female,India,VNIT,Chemical Engineering,2024-03-11 12:02:18,Team Allocated,1070,2023-07-25 18:39:40,2024-01-08 03:30:46
2023-12-14 06:02:12,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2001-04-23,Male,United States,University of Dayton,Computer Science,2024-03-11 12:02:19,Dropped Out,1050,2023-12-16 05:50:56,2024-01-08 03:30:46
2023-06-03 10:26:36,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2000-07-11,Male,India,Malla Reddy College of Engineering,Business Analytics,2024-03-11 12:02:19,Team Allocated,1070,2023-08-21 22:27:11,2024-01-08 03:30:46
2023-07-09 08:58:27,00000000-0GHB-4N83-QX9K-JM48K2,Project Management,Internship,2024-03-11 18:00:00,2000-10-10,Male,India,Saint louis University,Information Systems,2024-03-11 12:02:19,Dropped Out,1050,2023-08-28 16:39:08,2024-01-08 03:30:46
